"","nct_id","trial_title","Conditions","condition","Interventions","intervention_type","Sponsor_Collaborators","Gender","Age_Groups","Enrollment","Start_Date","Completion_Date","title","z","direction","m2"
"1151","NCT00461591","Trial of Single-Dose Intravesical EOquin® as a Surgical Adjuvant Instilled in the Early Postoperative Period in Patients Undergoing TUR-BT","Bladder Cancer","cancer","Drug: EOquin®","drug","Spectrum Pharmaceuticals, Inc","Both","Adult|Senior",802,"April 2007","July 2012","",NA,"?",24151
"1152","NCT00464061","Efficacy an Safety of Volinanserin on Sleep Maintenance Insomnia With a Sub-study on Stable Type II Diabetes Mellitus","Sleep Initiation and Maintenance Disorders","endocrine and metabolic","Drug: volinanserin (M100907)|Drug: placebo","drug","Sanofi","Both","Adult|Senior",1847,"April 2007","July 2008","",NA,"?",24103
"1153","NCT00464243","Efficacy and Safety of Volinanserin on Sleep Maintenance Insomnia - Polysomnographic Study","Sleep Initiation and Maintenance Disorders","mental health","Drug: volinanserin (M100907)|Drug: placebo","drug","Sanofi","Both","Adult|Senior",604,"April 2007","March 2008","",NA,"?",24099
"1154","NCT00479882","MK0524B Lipid Study (0524B-063)","Primary Hypercholesterolemia|Mixed Dyslipidemia","cardiovascular","Drug: MK0524B|Drug: niacin (+) laropiprant|Drug: Comparator: simvastatin","drug","Merck Sharp & Dohme Corp.","Both","Adult|Senior",2370,"June 2007","January 2012","",NA,"?",24145
"1155","NCT00486512","Chemoprevention of Colorectal Adenomas","Adenomatous Polyps","other","Drug: aspirin, 1,25-dihydroxycholecalciferol, calcium|Drug: placebo","drug","Colotech A/S","Both","Adult|Senior",1000,"June 2007","June 2012","",NA,"?n",24150
"1156","NCT00488267","Efficacy of ThermoProfen in Patients With Mild to Moderate Pain Associated With Osteoarthritis of the Knee","Osteoarthritis","other","Drug: ThermoProfen™ (Matrix Transdermal Ketoprofen/CHADD™ System)|Drug: Placebo Matrix/","drug","ZARS Pharma Inc.","Both","Adult|Senior",679,"June 2007","November 2010","",NA,"?",24131
"1157","NCT00488839","IPX056 in Subjects With Established Spasticity Resulting From Multiple Sclerosis","Multiple Sclerosis","mental health","Drug: Baclofen|Drug: Baclofen|Drug: Baclofen|Drug: Placebo","drug","IMPAX Laboratories, Inc.","Both","Adult|Senior",173,"June 2007","August 2009","",NA,"?s",24116
"1158","NCT00495885","Efficacy and Safety of M100907 on Sleep Maintenance Insomnia With a Sub-study in Stable Type II Diabetes Mellitus","Sleep Initiation and Maintenance Disorders","endocrine and metabolic","Drug: volinanserin (M100907)|Drug: Placebo","drug","Sanofi","Both","Adult|Senior",848,"June 2007","January 2009","",NA,"?",24109
"1159","NCT00515320","Study of Fluoxetine in Autism","Autistic Disorder","mental health","Drug: Fluoxetine|Drug: Placebo","drug","Neuropharm|Autism Speaks","Both","Child",158,"August 2007","November 2011","",NA,"?n",24143
"1160","NCT00519142","Mitiglinide in Combination With Metformin vs. Metformin Alone in Patients With Type 2 Diabetes Mellitus","Diabetes Mellitus, Type 2","endocrine and metabolic","Drug: placebo for mitiglinide|Drug: mitiglinide|Drug: mitiglinide","drug","Elixir Pharmaceuticals","Both","Adult|Senior",367,"August 2007","June 2010","",NA,"?",24126
"1161","NCT00531622","An Eight-Week Study of Saredutant and Escitalopram as Combination Treatment for Major Depressive Disorder","Major Depressive Disorder","mental health","Drug: saredutant (SR48968)|Drug: escitalopram|Drug: placebo","drug","Sanofi","Both","Adult",615,"September 2007","December 2008","",NA,"?",24108
"1162","NCT00532311","Efficacy of Lapaquistat Acetate Co-Administered With Statins in Subjects With Hypercholesterolemia","Hypercholesterolemia","cardiovascular","Drug: Lapaquistat acetate and stable statin therapy|Drug: Stable statin therapy","drug","Takeda","Both","Adult|Senior",411,"July 2007","September 2008","",NA,"?",24105
"1163","NCT00542685","A 10-Week Study Evaluating the Efficacy And Safety of PD 0332334 for the Treatment of Generalized Anxiety Disorder","Generalized Anxiety Disorder","mental health","Drug: PD 0332334|Drug: Placebo|Drug: PD 0332334|Drug: PD 0332334","drug","Pfizer","Both","Adult",551,"October 2007","July 2012","",NA,"?",24151
"1164","NCT00543374","Extended Evaluation of PROCHYMAL® Adult Human Stem Cells for Treatment-Resistant Moderate-to-Severe Crohn's Disease","Crohn's Disease","other","Drug: Placebo|Drug: PROCHYMAL adult human mesenchymal stem cells","drug","Mesoblast International Sàrl|Mesoblast, Ltd.","Both","Adult|Senior",98,"October 2007","May 2008","",NA,"?",24101
"1165","NCT00546507","Study Evaluating the Efficacy and Safety of Topical Diclofenac Spray in Osteoarthritis of the Knee: Trial I","Osteoarthritis","other","Drug: TDS-943 (topical diclofenac sodium 4% spray)|Drug: celecoxib|Other: placebo","drug","Mika Pharma GmbH","Both","Adult|Senior",650,"October 2007","November 2011","",NA,"?",24143
"1166","NCT00546780","A Study of Tanespimycin (KOS-953) in Patients With Multiple Myeloma in First Relapse","Multiple Myeloma","cancer","Drug: Tanespimycin|Drug: Bortezomib","drug","Bristol-Myers Squibb","Both","Adult|Senior",31,"February 2008","January 2008","",NA,"?",24097
"1167","NCT00546832","Study Evaluating the Efficacy and Safety of Topical Diclofenac Spray in Osteoarthritis of the Knee: Trial II","Osteoarthritis","other","Drug: TDS-943 (topical diclofenac sodium 4% spray)|Drug: celecoxib|Other: placebo","drug","Mika Pharma GmbH","Both","Adult|Senior",650,"October 2007","April 2010","",NA,"?",24124
"1168","NCT00562497","Efficacy and Safety of Prochymal™ Infusion in Combination With Corticosteroids for the Treatment of Newly Diagnosed Acute GVHD","Graft Versus Host Disease","other","Drug: Prochymal|Other: Placebo","drug","Mesoblast International Sàrl|Mesoblast, Ltd.","Both","Adult|Senior",184,"September 2007","November 2011","",NA,"?n",24143
"1169","NCT00564421","Safety and Efficacy Study of Epinastine Nasal Spray in Subjects With Seasonal Allergic Rhinitis","Seasonal Allergic Rhinitis","other","Drug: epinastine nasal spray, low concentration, low dose volume|Drug: placebo nasal spray|","drug","Merck Sharp & Dohme Corp.","Both","Child|Adult|Se",798,"November 2007","December 2008","",NA,"?n",24108
"1170","NCT00566345","Efficacy Study of an Investigational Influenza Vaccine (Vero Cell Derived) to Prevent Culture Confirmed Influenza Infection (CCII)","Influenza","other","Biological: Inactivated seasonal influenza vaccine (split virus, Vero cell-derived)|Biologi","biolog","Baxter Healthcare Corporation","Both","Adult",3670,"November 2007","May 2009","",NA,"?",24113
"1171","NCT00577161","Fludarabine, Pixantrone and Rituximab vs Fludarabine and Rituximab forRelapsed or Refractory Indolent NHL","Non-Hodgkin's Lymphoma","cancer","Drug: fludarabine and rituximab|Drug: fludarabine, rituximab, pixantrone","drug","CTI BioPharma","Both","Adult|Senior",300,"September 2007","April 2008","",NA,"?",24100
"1172","NCT00578474","A Phase III Study of an Otic Formulation in Acute Otitis Media With Tympanostomy Tubes","Acute Otitis Media","other","Drug: Moxidex otic solution|Drug: Ofloxacin otic solution|Device: Tympanostomy tubes","device","Alcon Research","Both","Child",911,"December 2005","February 2010","",NA,"?",24122
"1173","NCT00579189","Phase III Study of an Otic Formulation in Acute Otitis Media With Tympanostomy Tubes","Acute Otitis Media","other","Drug: Moxidex otic solution|Drug: Moxifloxacin otic solution|Device: Tympanostomy tubes","device","Alcon Research","Both","Child",776,"January 2006","July 2012","",NA,"?",24151
"1174","NCT00596583","DY001: Safety and Effectiveness of DYME as an Agent for Selective Staining of the Anterior Capsule During Cataract Surgery","Mature Cataracts","other","Drug: DYME|Drug: DYME","drug","Aqumen Biopharmaceuticals, N.A.","Both","Adult|Senior",300,"April 2007","July 2012","",NA,"?",24151
"1175","NCT00598806","Phase 3 Trial of Single-Dose Intravesical EOquin® as a Surgical Adjuvant for Noninvasive Bladder Cancer","Bladder Cancer","cancer","Drug: EOquin® (Apaziquone)","drug","Spectrum Pharmaceuticals, Inc","Both","Adult|Senior",813,"September 2007","June 2011","",NA,"?",24138
"1176","NCT00600288","Study of the Effect of Diquafosol Tetrasodium Ophthalmic Solution, 2% Versus Placebo in Dry Eye Subjects (P08634)","Dry Eye Disease","other","Drug: diquafosol tetrasodium Ophthalmic Solution, 2%|Drug: Non-preserved saline solution (P","drug","Merck Sharp & Dohme Corp.","Both","Adult|Senior",261,"January 2008","July 2012","",NA,"?",24151
"1177","NCT00603577","Role of Xaliproden on Recovery Rate From Severe Neuropathy in Patients Who Have Completed Adjuvant Chemotherapy With Oxaliplatin Based Regimens","Colorectal Neoplasms","mental health","Drug: placebo|Drug: xaliproden","drug","Sanofi","Both","Adult|Senior",102,"January 2008","January 2012","",NA,"?",24145
"1178","NCT00616070","Study of Difluprednate in the Treatment of Inflammation Following Ocular Surgery (ST-601-003)","Inflammation","other","Drug: Difluprednate|Other: Placebo","drug","Sirion Therapeutics, Inc.","Both","Child|Adult|Se",120,"December 2007","November 2011","",NA,"?",24143
"1179","NCT00618098","Study of OCTAPLEX and FFP in Patients Under Vit K Therapy Antagonist Needing Urgent Surgery or Invasive Procedures","Reversal of Anticoagulant Treatment","cardiovascular","Drug: prothrombin complex concentrate|Biological: Fresh Frozen Plasma","biolog","Octapharma","Both","Adult|Senior",200,"April 2008","February 2012","",NA,"?",24146
"1180","NCT00629551","An Eight-Week Study of Saredutant and Paroxetine as Combination Treatment for Major Depressive Disorder","Depressive Disorder, Major","mental health","Drug: saredutant (SR48968)|Drug: paroxetine|Drug: placebo","drug","Sanofi","Both","Adult",820,"February 2008","May 2008","",NA,"?",24101
"1181","NCT00631111","Study Evaluating the Efficacy of an Ibuprofen Effervescent Tablet in the Treatment of Post-Surgical Dental Pain","Pain","other","Drug: effervescent ibuprofen tablets|Drug: effervescent Aspirin plus Vitamin C tablets|Drug","drug","Wyeth is now a wholly owned subsidiary of Pfizer","Both","Child|Adult",270,"November 2007","December 2010","",NA,"?",24132
"1182","NCT00636480","Preoperative Skin Preparation Evaluation","Topical Antisepsis","other","Drug: Chlorhexidine gluconate|Drug: ChloraPrep One Step|Drug: Sterile saline","drug","CareFusion","Both","Child|Adult|Se",60,"October 2007","September 2009","",NA,"?",24117
"1183","NCT00655291","Efficacy of XP20B Following Bunionectomy Surgery","Acute Pain","other","Drug: XP20B|Drug: Placebo","drug","Xanodyne Pharmaceuticals","Both","Adult",190,"April 2008","April 2012","",NA,"?",24148
"1184","NCT00658008","A 10-week Study Evaluating the Efficacy and Safety of PD 0332334 in Patients With Generalized Anxiety Disorder (1)","Generalized Anxiety Disorder","mental health","Drug: PD 0332334|Drug: PD 0332334|Drug: PD 0332334|Drug: Paroxetine|Drug: Placebo","drug","Pfizer","Both","Adult",501,"April 2008","December 2011","",NA,"?",24144
"1185","NCT00658372","A 10-week Study Evaluating the Efficacy and Safety of PD 0332334 in Patients With Generalized Anxiety Disorder (2)","Generalized Anxiety Disorder","mental health","Drug: PD 0332334|Drug: PD 0332334|Drug: Paroxetine|Drug: Placebo","drug","Pfizer","Both","Adult",360,"May 2008","January 2008","",NA,"?",24097
"1186","NCT00658632","Rabeprazole Extended-Release 50 mg Versus Esomeprazole 40 mg for Healing and Symptomatic Relief of Mild to Moderate Erosive Gastroesophageal Reflux Disease (GERD)","Gastroesophageal Reflux Disease (GERD)","other","Drug: Rabeprazole sodium|Drug: Esomeprazole","drug","Eisai Inc.","Both","Adult|Senior",1320,"February 2008","September 2011","",NA,"?",24141
"1187","NCT00658762","A 10-week Study Evaluating the Efficacy and Safety of PD 0332334 for the Treatment of Generalized Anxiety Disorder (3)","Generalized Anxiety Disorder","mental health","Drug: PD 0332334|Drug: PD 0332334|Drug: paroxetine|Drug: Placebo","drug","Pfizer","Both","Adult",286,"May 2008","March 2010","",NA,"?",24123
"1188","NCT00661245","Transoral Gastroplasty for the Treatment of Morbid Obesity","Obesity","other","Device: TOGA|Device: Control","device","Satiety, Inc.","Both","Adult",275,"July 2008","October 2012","",NA,"?",24154
"1189","NCT00673920","A Study to Evaluate Ocrelizumab Compared With Placebo in Patients With Rheumatoid Arthritis Who Have an Inadequate Response to Methotrexate Therapy","Rheumatoid Arthritis","other","Drug: methotrexate|Drug: ocrelizumab|Drug: placebo","drug","Genentech, Inc.|Roche Pharma AG","Both","Adult|Senior",314,"April 2008","February 2008","",NA,"?",24098
"1190","NCT00680472","HKT-500 in Adult Patients With Shoulder Pain","Pain","other","Drug: HKT-500 & Ketoprofen Topical Patch|Drug: placebo","drug","Hisamitsu Pharmaceutical Co., Inc.","Both","Adult|Senior",368,"April 2008","February 2009","",NA,"?",24110
"1191","NCT00680784","HKT-500 in Adult Patients With Ankle Sprain","Ankle Sprain","other","Drug: HKT-500 & Ketoprofen Topical Patch|Drug: placebo","drug","Hisamitsu Pharmaceutical Co., Inc.","Both","Adult|Senior",260,"April 2008","January 2008","",NA,"?",24097
"1192","NCT00685113","A Clinical Trial to Evaluate the Efficacy and Safety of DR-3001 in Women With Overactive Bladder","Overactive Bladder","other","Drug: DR-3001|Drug: DR-3001|Drug: Placebo","drug","Duramed Research|Teva Pharmaceutical Industries","Female","Adult|Senior",1104,"May 2008","March 2009","",NA,"?",24111
"1193","NCT00688376","Efficacy and Safety of Donepezil Hydrochloride in Preadolescent and Adolescent Children With Attention Impairment Following Cancer Treatment","Attention Impairment","mental health","Drug: Donepezil hydrochloride|Drug: Placebo","drug","Eisai Inc.|Eisai Limited","Both","Child",300,"August 2008","July 2008","",NA,"?",24103
"1194","NCT00698581","A Double-blind, Randomized Conversion to Monotherapy Study to Evaluate the Efficacy and Safety of Brivaracetam in Subjects (≥ 16 to 75 Years Old) With Partial Onse","Epilepsy","mental health","Drug: Brivaracetam|Drug: Brivaracetam","drug","UCB Pharma","Both","Child|Adult|Se",88,"August 2008","November 2008","",NA,"?n",24107
"1195","NCT00699283","A Double-blind, Randomized Conversion to Monotherapy Study to Evaluate the Efficacy and Safety of Brivaracetam in Subjects (≥ 16 to 75 Years Old) With Partial Onse","Epilepsy","mental health","Drug: Brivaracetam|Drug: Brivaracetam","drug","UCB Pharma","Both","Child|Adult|Se",62,"August 2008","January 2012","",NA,"?n",24145
"1196","NCT00718965","Evaluation of Efficacy and Safety of AVE5530 in Patients With Primary Hypercholesterolemia","Hypercholesterolemia","cardiovascular","Drug: AVE5530|Drug: Placebo","drug","Sanofi","Both","Adult|Senior",826,"July 2008","October 2008","",NA,"?n",24106
"1197","NCT00729027","Evaluation of Safety and Efficacy of AVE5530 as add-on to Ongoing Statins in Patients With Primary Hypercholesterolemia","Hypercholesterolemia","cardiovascular","Drug: AVE5530|Drug: AVE5530|Drug: placebo","drug","Sanofi","Both","Adult|Senior",1015,"July 2008","February 2008","",NA,"?",24098
"1198","NCT00738699","An Efficacy and Safety Study of MORAb-003 in Platinum-Resistant or Refractory Relapsed Ovarian Cancer","Ovarian Cancer","cancer","Drug: MORAb-003 (farletuzumab)|Drug: 0.9% Saline","drug","Morphotek","Female","Adult|Senior",417,"September 2008","November 2012","",NA,"?",24155
"1199","NCT00741715","Evaluation of Efficacy and Safety of AVE5530 Co-administered With Atorvastatin in Primary Hypercholesterolemia","Hypercholesterolemia","cardiovascular","Drug: AVE5530|Drug: atorvastatin|Drug: placebo","drug","Sanofi","Both","Adult|Senior",1736,"August 2008","May 2012","",NA,"?",24149
"1200","NCT00748124","PleuraSeal Pivotal Study (US)","Open Thoracotomy","other","Device: PleuraSeal Sealant System|Procedure: Standard Tissue Closure Techniques","device","Integra LifeSciences Corporation","Both","Adult|Senior",230,"August 2008","June 2012","",NA,"?",24150
"1201","NCT00750633","A Phase III Study of an Otic Formulation in Acute Otitis Externa","Acute Otitis Externa","other","Drug: Moxidex otic solution|Drug: Moxifloxacin otic solution|Drug: Dexamethasone phosphate","drug","Alcon Research","Both","Child|Adult|Se",990,"June 2008","May 2010","",NA,"?",24125
"1202","NCT00752050","Safety and Efficacy Study of Repeat Treatment With PurTox® Botulinum Toxin Type A for Frown Lines Between the Eyebrows","Glabellar Rhytides|Frown Lines Between the Eyebrows","other","Drug: Mentor Purified Toxin Botulinum Toxin Type A|Drug: Preservative-free Saline","drug","Mentor Worldwide, LLC|Synteract, Inc.","Both","Adult|Senior",699,"November 2007","February 2008","",NA,"?",24098
"1203","NCT00752297","Safety and Efficacy Study of PurTox® Botulinum Toxin Type A to Treat Frown Lines Between the Eyebrows","Glabellar Rhytides","other","Drug: Preservative-free Saline|Drug: Mentor Purified Toxin","drug","Mentor Worldwide, LLC|Quintiles","Both","Adult|Senior",402,"June 2007","March 2012","",NA,"?",24147
